gene,SRR27614996,SRR27614997,SRR27614998,SRR27614999,SRR27615000,SRR27615001,SRR27615002,SRR27615007,SRR27615008,SRR27615009,SRR27615010,SRR27615011
Gm24244,0,0,0,0,0,0,0,0,0,0,0,0
Gm24246,0,0,0,0,0,0,0,0,0,0,0,0
Gm24249,0,0,0,0,0,0,0,0,0,0,0,0
Gm24252,0,0,0,0,0,0,0,0,0,0,0,0
Gm24253,0,0,0,0,0,0,0,0,0,0,0,0
Gm24254,0,0,0,0,0,0,0,0,0,0,0,0
Gm24255,0,0,0,0,0,0,0,0,0,0,0,0
Gm24256,0,0,0,0,0,0,0,0,0,0,0,0
Gm24257,0,0,0,0,0,0,0,0,0,0,0,0
Gm24258,0,0,0,0,0,0,0,0,0,0,0,0
Gm24259,0,0,0,0,0,0,0,0,0,0,0,0
Gm24260,2,0,0,0,0,0,0,0,0,0,0,0
Gm24261,0,0,0,0,0,0,0,0,0,0,0,0
Gm24262,0,0,0,0,0,0,0,0,0,0,0,0
Gm24263,0,0,0,0,0,0,0,0,0,0,0,0
Gm24264,0,0,0,0,0,0,0,0,0,0,0,0
Gm24265,109,118,123,98,72,164,42,65,110,167,227,214
Gm24267,0,0,0,0,0,0,0,0,0,0,0,0
Gm24268,0,0,0,0,0,0,0,0,0,0,0,0
Gm2427,0,0,0,0,0,0,5,0,0,0,2,6
Gm24274,0,0,0,0,0,0,0,0,0,0,0,0
Gm24278,0,0,0,0,0,0,0,0,0,0,0,0
Gm24279,0,0,0,0,0,0,0,0,0,0,0,0
Gm24280,0,0,0,0,0,0,0,0,0,0,0,0
Gm24281,0,0,0,0,0,0,0,0,0,0,0,0
Gm24283,0,0,0,0,3,0,0,0,0,0,0,0
Gm24285,0,0,0,0,0,0,0,0,0,0,0,0
Gm24286,0,0,0,0,0,0,0,0,0,0,0,0
Gm24288,0,0,0,0,0,0,0,0,0,0,0,0
Gm24289,0,0,1,6,0,0,0,0,0,0,3,0
Gm24291,0,0,0,0,0,0,0,0,0,0,0,0
Gm24292,0,0,0,0,0,0,0,0,0,0,0,0
Gm24295,0,0,0,0,0,0,0,0,0,0,0,0
Gm24296,0,0,0,0,0,0,0,0,0,0,0,0
Gm24299,22,9,7,7,11,14,8,6,8,8,3,10
Gm24304,0,0,0,0,0,0,0,0,0,0,0,0
Gm24305,0,0,0,0,0,0,0,0,0,0,0,0
Gm24306,0,0,0,0,0,0,0,0,0,0,0,0
Gm2431,0,0,0,0,0,0,0,0,0,0,0,0
Gm24310,0,0,0,0,0,0,0,0,0,0,0,0
Gm24311,0,0,0,0,0,0,0,0,0,0,0,0
Gm24312,0,0,0,0,0,0,0,0,0,0,0,0
Gm24313,0,0,0,4,1,13,0,0,3,1,3,5
Gm24316,0,0,0,0,0,0,0,0,0,0,0,0
Gm24317,0,0,0,0,0,0,0,0,0,0,0,0
Gm24318,0,0,0,0,0,0,0,0,0,0,0,0
Gm24319,0,0,0,0,0,0,0,0,0,0,0,0
Gm24334,0,0,0,0,0,0,0,0,0,0,0,0
Gm24335,0,0,0,0,0,0,0,0,0,0,0,0
Gm24336,101,113,116,97,67,110,42,58,43,58,126,113
Gm24337,0,0,0,0,0,0,0,0,0,0,0,0
Gm24338,0,0,0,0,0,0,0,3,0,0,0,0
Gm24339,25,37,44,28,12,54,25,29,9,26,31,25
Gm24348,0,0,0,0,0,0,0,0,0,0,0,0
Gm24350,0,0,0,0,0,0,0,0,0,0,0,0
Gm24355,17,0,1,0,2,4,1,5,10,8,6,1
Gm24356,0,0,0,0,0,0,0,0,0,0,0,0
Gm24357,0,0,0,0,0,0,0,0,0,0,0,0
Gm2436,0,0,0,0,0,0,0,0,0,0,0,0
Gm24373,0,0,0,0,0,0,0,0,0,0,0,0
Gm24374,0,0,0,0,0,0,0,0,0,0,0,0
Gm24375,0,0,0,0,0,0,0,0,0,0,0,0
Gm24376,0,0,0,0,0,0,0,0,0,0,0,0
Gm24377,0,0,0,0,0,0,0,0,0,0,0,0
Gm24378,6,0,0,0,0,0,0,0,0,3,1,0
Gm24381,0,0,0,0,0,0,0,0,0,0,0,0
Gm24382,0,0,0,0,0,0,0,0,0,0,0,0
Gm24384,0,0,0,0,0,0,0,0,0,0,0,0
Gm24388,0,0,0,0,0,0,0,0,0,0,0,0
Gm24389,0,0,0,0,0,0,0,0,0,0,0,0
Gm24390,0,0,0,0,0,0,0,0,0,0,0,0
Gm24392,0,0,0,0,0,0,0,0,0,0,0,0
Gm24400,0,1,4,0,1,4,0,0,0,0,3,1
Gm24403,0,0,0,0,0,0,0,0,0,0,0,0
Gm24405,0,0,0,0,0,0,0,0,0,0,0,0
Gm24407,7,17,28,32,3,28,17,12,12,14,17,24
Gm24410,0,0,0,0,0,0,0,0,0,0,0,0
Gm24411,20,28,46,19,7,5,12,25,12,14,9,25
Gm24414,0,0,0,0,0,0,0,0,0,0,0,0
Gm24415,0,0,0,0,0,0,0,0,1,0,0,0
Gm24417,0,0,0,0,0,0,0,0,0,0,0,0
Gm24418,0,0,0,0,0,0,0,0,0,0,0,0
Gm24423,0,0,0,0,0,0,0,0,0,0,0,0
Gm24424,0,0,1,0,0,1,0,0,0,0,0,0
Gm24429,0,0,0,0,0,0,0,0,0,0,0,0
Gm24430,0,0,0,0,0,0,0,0,0,0,0,0
Gm24433,0,0,0,0,0,0,0,0,0,0,0,0
Gm24434,0,0,0,0,0,0,0,0,0,0,0,0
Gm24435,0,0,0,0,0,0,0,0,0,0,0,0
Gm24437,0,0,0,0,0,0,0,0,0,0,0,0
Gm24440,0,0,0,0,0,0,0,0,0,0,0,0
Gm24443,0,0,0,0,0,0,0,0,0,0,0,0
Gm24445,4,4,10,0,4,3,0,3,0,5,5,2
Gm24448,0,0,0,0,0,0,0,0,0,0,0,0
Gm24449,0,2,0,0,0,0,2,0,0,0,4,0
Gm24451,9,3,3,0,0,0,0,0,0,1,1,8
Gm24452,5,3,2,3,2,0,0,10,0,3,3,0
Gm24453,21,7,12,8,5,13,0,11,1,8,3,8
Gm24454,0,0,0,0,0,0,0,0,0,0,0,0
Gm24455,21,8,19,15,11,5,4,6,1,7,6,6
Gm24456,0,0,0,0,0,0,0,0,0,0,0,0
Gm24457,0,0,0,0,0,0,0,0,0,0,0,0
Gm24458,0,0,0,0,0,0,0,0,0,0,0,0
Gm2446,0,0,0,0,0,0,0,0,0,0,0,0
Gm24460,0,0,0,0,0,0,0,0,0,0,0,0
Gm24461,0,0,0,0,0,0,0,0,0,0,0,0
Gm24463,0,0,0,0,0,0,0,0,0,2,2,0
Gm24464,0,0,0,0,0,0,0,0,0,0,0,0
Gm24465,0,0,0,0,0,0,0,0,0,0,0,0
Gm24467,0,0,0,0,0,0,0,0,0,0,0,0
Gm24468,0,0,0,0,0,0,0,0,0,0,0,0
Gm24469,0,0,0,0,0,0,0,0,0,0,0,0
Gm2447,0,0,0,0,0,0,0,0,0,0,0,0
Gm24470,0,0,0,0,0,0,0,0,0,0,0,0
Gm24471,0,0,0,0,0,0,0,0,0,0,0,0
Gm24472,0,0,0,0,0,0,0,0,0,0,0,0
Gm24473,0,0,0,0,0,0,0,0,0,0,0,0
Gm24474,0,0,0,0,0,0,0,0,0,0,0,0
Gm24475,0,0,0,0,0,0,0,0,0,0,0,0
Gm24486,0,0,0,0,0,0,0,0,0,0,0,0
Gm24487,0,0,0,0,0,0,0,0,0,0,0,0
Gm2449,23,9,16,1,4,5,2,5,5,1,2,0
Gm24491,0,0,0,0,0,0,0,0,0,0,0,0
Gm24492,0,0,0,0,2,0,0,0,4,0,3,0
Gm24493,0,0,0,0,0,0,0,0,0,0,0,0
Gm24494,26,10,27,16,29,16,23,15,14,16,19,17
Gm24495,0,0,0,0,0,0,0,0,0,0,0,0
Gm24497,0,0,10,2,0,0,2,4,0,2,0,0
Gm24499,0,0,3,0,0,0,0,0,0,0,0,0
Gm24502,0,0,0,0,0,0,0,0,0,0,0,0
Gm24503,0,0,0,0,0,0,0,0,0,0,0,0
Gm24505,0,0,0,0,0,0,0,0,0,0,0,0
Gm24507,23,5,10,11,6,5,4,0,8,7,9,13
Gm24508,0,0,0,0,0,0,0,0,0,0,0,0
Gm24512,0,0,0,0,0,0,0,0,0,0,0,0
Gm24517,0,0,0,0,0,0,0,0,0,0,0,0
Gm24518,0,0,0,0,0,0,0,0,0,0,0,0
Gm24519,0,0,0,0,0,0,0,0,0,0,0,0
Gm24521,0,0,0,0,0,0,0,0,0,0,0,0
Gm24522,0,0,0,0,0,0,0,0,0,0,0,0
Gm24523,3,4,17,13,17,17,21,5,18,2,5,18
Gm24524,3,3,7,8,1,5,3,2,6,6,4,4
Gm24525,0,0,0,0,0,0,0,0,0,0,0,0
Gm24526,0,0,0,0,0,0,0,0,0,0,0,0
Gm24527,0,0,0,0,0,0,0,0,0,0,0,0
Gm24528,0,0,0,0,0,0,0,0,0,0,0,0
Gm24533,0,0,0,0,0,0,0,0,0,0,0,0
Gm24535,0,0,0,0,0,0,0,0,0,0,0,0
Gm24536,0,0,0,0,0,0,0,0,0,0,0,0
Gm24537,0,0,0,0,0,0,0,0,0,0,0,0
Gm24538,0,0,0,0,0,0,0,0,0,0,0,0
Gm24539,0,0,0,0,0,0,0,0,0,0,0,0
Gm24540,0,0,0,0,0,0,0,0,0,0,0,0
Gm24552,0,0,0,0,0,0,0,0,0,0,0,0
Gm24553,0,0,0,0,0,0,0,0,0,0,0,0
Gm24556,0,0,0,0,0,0,0,0,0,0,0,0
Gm24564,0,0,0,0,0,0,0,0,0,0,0,0
Gm24565,0,0,0,0,0,0,0,0,0,0,0,0
Gm24566,0,0,0,0,0,0,0,0,0,0,0,0
Gm24568,0,0,0,0,0,0,0,0,0,0,0,0
Gm24569,0,0,0,0,0,0,0,0,0,0,0,0
Gm24570,0,0,0,0,0,0,0,0,0,0,0,0
Gm24576,3,5,0,6,5,19,5,7,2,0,10,5
Gm24577,0,0,0,0,0,0,0,0,0,0,0,0
Gm24578,0,0,0,0,0,0,0,0,0,0,0,0
Gm24579,0,0,0,0,0,0,0,0,0,0,0,0
Gm24580,0,0,0,0,0,0,0,0,0,0,0,0
Gm24581,0,0,0,0,0,0,0,0,0,0,0,0
Gm24582,0,0,0,0,0,0,0,0,0,2,0,0
Gm24584,0,0,0,0,0,0,0,0,0,0,0,0
Gm24585,0,0,0,0,0,0,0,0,0,0,0,0
Gm24592,0,0,0,0,0,0,0,0,0,0,0,2
Gm24593,0,0,0,0,0,0,0,0,0,0,0,0
Gm24594,0,0,0,0,0,0,0,0,0,0,0,0
Gm24595,0,0,0,0,0,0,0,0,0,0,0,0
Gm24596,0,3,4,5,7,5,0,0,8,5,2,9
Gm24598,0,0,0,0,0,0,0,0,0,0,0,0
Gm24607,0,0,1,0,0,5,2,0,1,9,2,7
Gm24608,3,2,8,2,4,8,3,7,3,2,4,1
Gm24609,0,0,0,0,0,0,0,0,0,0,0,0
Gm24611,0,0,0,0,0,0,0,0,0,0,0,0
Gm24612,0,0,0,0,0,0,0,0,0,0,0,0
Gm24613,0,0,0,0,0,0,0,0,0,0,0,0
Gm24614,0,0,0,0,0,0,0,0,0,0,0,0
Gm24615,0,0,0,0,0,0,0,0,0,0,0,0
Gm24616,1,4,5,0,8,2,7,0,0,4,0,1
Gm24618,0,0,0,0,0,0,0,0,0,0,0,0
Gm24620,0,0,0,0,2,0,0,0,1,4,0,5
Gm24622,0,0,0,0,0,0,0,0,0,1,1,0
Gm24623,0,0,0,0,0,0,0,0,0,0,0,0
Gm24624,0,0,0,0,0,0,0,0,0,0,0,0
Gm24625,0,0,0,0,0,0,0,0,0,0,0,0
Gm24626,0,0,0,0,0,0,0,0,0,0,0,0
Gm24635,0,0,0,0,0,0,0,0,0,0,0,0
Gm24638,0,0,0,0,0,0,0,0,0,0,0,0
Gm24639,0,0,0,0,0,0,0,0,0,0,0,0
Gm2464,0,0,0,0,0,0,0,0,0,0,0,0
Gm24641,0,0,0,0,0,0,0,0,0,0,0,0
Gm24644,6,7,26,4,2,6,0,14,3,2,7,15
Gm24651,0,0,0,0,0,0,0,0,0,0,0,0
Gm24652,0,0,0,0,0,0,0,0,0,0,0,0
Gm24653,0,0,0,0,0,0,0,0,0,0,0,0
Gm24654,0,0,0,0,0,0,0,0,0,0,0,0
Gm24655,6,3,5,1,1,0,0,0,0,0,0,4
Gm24656,0,0,0,0,0,0,0,0,0,0,0,0
Gm24657,0,0,0,0,0,0,0,0,0,0,0,0
Gm24661,0,0,0,0,0,0,0,0,0,0,0,0
Gm24665,0,0,0,0,0,0,0,0,0,0,0,0
Gm24667,0,0,7,0,0,0,1,1,0,1,5,4
Gm24668,0,0,0,0,0,0,0,0,0,0,0,0
Gm24670,0,0,0,0,0,0,0,0,0,0,0,0
Gm24671,10,0,3,0,0,0,0,1,2,7,1,1
Gm24674,0,0,0,0,0,0,0,0,0,0,0,0
Gm24677,0,0,0,0,0,0,0,0,0,0,0,0
Gm24680,0,0,0,0,0,0,0,0,0,0,0,0
Gm24693,0,4,0,0,0,0,0,0,0,0,0,0
Gm24696,0,0,0,0,0,0,0,0,0,0,0,0
Gm24697,0,0,0,0,0,0,0,0,0,0,0,0
Gm24698,9,9,3,6,2,0,2,4,2,3,0,3
Gm24701,0,0,0,0,0,0,0,0,0,0,0,0
Gm24702,0,0,0,0,0,0,0,0,0,0,0,0
Gm24704,0,0,0,0,0,0,0,0,0,0,0,0
Gm24706,0,0,0,0,0,0,3,0,0,0,0,0
Gm24707,0,0,0,0,0,0,0,0,0,0,0,0
Gm24708,0,0,0,0,0,0,0,0,0,0,0,0
Gm24709,0,0,0,0,0,0,0,0,0,0,0,0
Gm24711,0,0,0,0,0,0,0,0,0,0,0,0
Gm24712,0,0,0,0,0,0,0,0,0,0,0,0
Gm24713,0,0,0,0,0,0,0,0,0,0,0,0
Gm24716,0,0,0,0,0,0,0,0,0,0,0,0
Gm24718,0,0,0,0,0,0,0,0,0,0,0,0
Gm24722,0,0,0,0,0,0,0,0,0,0,0,0
Gm24723,0,0,0,0,0,0,0,0,0,0,0,0
Gm24726,0,0,0,0,0,0,0,0,1,0,0,0
Gm24727,5,17,11,9,9,4,6,4,15,12,12,8
Gm24728,0,0,0,0,0,0,0,0,0,0,0,0
Gm24729,0,0,0,0,0,0,0,0,0,0,0,0
Gm24731,0,0,0,0,0,0,0,0,0,0,0,0
Gm24732,0,0,0,0,0,0,0,0,0,0,0,0
Gm24753,0,0,0,0,0,0,0,0,0,0,0,0
Gm24754,0,0,0,0,0,0,0,0,0,0,0,0
Gm24759,0,0,0,0,0,0,0,0,0,0,0,0
Gm24760,0,0,0,0,0,0,0,0,0,0,0,0
Gm24762,0,0,0,0,1,0,0,0,0,0,0,0
Gm24763,0,0,0,0,0,0,0,0,0,0,0,0
Gm24764,0,0,0,0,0,0,0,0,0,0,0,0
Gm24765,0,0,0,0,0,0,0,0,0,0,0,0
Gm24771,4,7,0,2,3,0,2,0,3,13,1,4
Gm24774,0,0,0,0,0,0,0,0,0,0,0,0
Gm24780,0,0,0,0,0,0,0,0,0,0,0,0
Gm24784,0,0,0,0,0,0,0,0,0,0,0,0
Gm24788,0,0,0,0,0,0,0,0,0,0,0,0
Gm24789,0,0,0,0,0,0,0,0,0,0,0,0
Gm2479,1,0,0,0,0,0,1,4,1,1,0,1
Gm24790,0,0,0,0,0,0,0,0,0,0,0,0
Gm24791,0,0,0,0,0,0,0,0,0,0,0,0
Gm24792,0,0,0,0,0,0,0,0,0,0,0,0
Gm24793,0,0,0,0,0,0,0,0,0,0,0,0
Gm24796,0,0,0,0,0,0,0,0,0,0,0,0
Gm24797,0,0,0,0,0,0,0,0,0,0,0,0
Gm24798,0,0,0,0,0,0,0,0,0,0,0,0
Gm24799,0,0,0,0,0,0,0,0,0,0,0,0
Gm24803,0,0,0,0,0,3,0,0,0,1,0,0
Gm24805,0,0,0,0,0,0,0,0,0,0,0,0
Gm24817,0,0,0,0,0,0,0,0,0,0,0,0
Gm24826,0,0,0,0,0,0,0,0,0,0,0,0
Gm24829,0,0,0,0,0,0,0,0,0,0,0,0
Gm24830,1,0,1,0,0,0,1,0,1,3,0,0
Gm24831,0,0,0,0,0,0,0,0,0,0,0,0
Gm24833,0,0,0,0,0,0,0,0,0,0,0,0
Gm24836,0,0,0,0,0,0,0,0,7,0,0,0
Gm24837,2,0,1,1,0,0,0,3,1,1,8,0
Gm24838,0,0,0,0,0,0,0,0,0,0,0,0
Gm24839,0,0,0,0,0,0,0,0,0,0,0,0
Gm24844,0,0,0,0,0,0,0,0,0,0,0,0
Gm24846,0,0,0,0,0,0,0,0,0,0,0,0
Gm24848,0,0,0,0,0,0,0,0,0,0,0,0
Gm24851,0,0,0,0,0,0,0,0,0,0,0,0
Gm24856,0,0,0,0,0,0,0,0,0,0,0,0
Gm24859,0,0,0,0,0,0,0,0,0,0,0,0
Gm24861,0,0,0,0,0,0,0,0,0,0,0,0
Gm24862,0,0,0,0,0,0,0,0,0,0,0,0
Gm24863,0,0,0,0,0,0,0,0,0,0,0,0
Gm24866,0,0,0,0,0,0,0,0,0,0,0,0
Gm24867,0,0,0,0,0,0,0,0,0,0,0,0
Gm24868,0,0,0,0,0,0,0,0,0,0,0,0
Gm24869,0,0,0,0,0,0,0,0,0,0,0,0
Gm24870,0,0,0,0,0,0,0,0,0,0,0,0
Gm24871,22,25,25,23,21,14,11,7,21,19,27,14
Gm24872,0,0,0,0,0,0,0,0,0,0,0,0
Gm24873,0,0,0,0,0,0,0,0,0,0,0,0
Gm24878,12,0,10,0,6,3,7,15,3,7,12,1
Gm24879,0,0,0,0,0,0,0,0,0,0,0,0
Gm24887,0,0,0,0,0,0,0,0,0,0,0,0
Gm24888,10,13,19,6,7,13,38,20,4,5,14,9
Gm24889,0,0,0,0,0,0,0,0,0,0,0,0
Gm24890,0,0,0,0,1,0,0,0,0,1,0,0
Gm24891,0,0,0,0,0,0,0,0,0,0,0,0
Gm24892,0,0,0,0,0,0,0,0,0,0,0,0
Gm24896,0,0,0,0,0,0,0,0,0,0,0,0
Gm24897,0,0,0,0,0,0,0,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0,0,0,0
Gm24903,0,0,0,0,0,0,0,0,0,0,0,0
Gm24905,0,0,0,0,0,0,0,0,0,0,0,0
Gm24907,0,0,0,0,0,0,0,0,0,0,0,0
Gm24908,0,0,0,0,0,0,0,0,0,0,0,0
Gm2491,0,0,0,0,0,0,0,0,0,0,0,0
Gm24911,0,0,0,0,0,0,0,0,0,0,0,0
Gm24916,9,0,4,0,4,4,6,0,1,2,0,5
Gm24917,0,1,0,3,0,0,0,0,0,0,0,2
Gm24918,0,5,0,0,0,0,0,1,2,1,0,3
Gm24919,0,0,0,0,0,0,0,0,0,0,0,0
Gm24920,2,0,4,1,1,0,8,1,6,5,3,3
Gm24921,0,0,0,0,0,0,0,0,0,0,0,0
Gm24924,0,0,4,0,3,0,0,0,0,2,0,3
Gm24925,0,0,0,0,0,0,0,0,0,0,0,0
Gm24926,0,0,0,0,0,0,0,0,0,0,0,0
Gm24927,0,0,0,0,0,0,2,0,1,5,1,0
Gm24928,0,0,0,0,0,0,0,0,0,0,0,0
Gm24940,0,0,0,0,0,0,0,0,0,0,0,0
Gm24947,0,0,0,0,0,0,0,0,0,0,0,0
Gm24948,0,0,0,0,0,0,0,0,0,0,0,0
Gm24949,0,0,0,0,0,0,0,0,0,0,0,0
Gm24950,0,0,0,0,0,0,0,0,0,0,0,0
Gm24952,0,0,0,0,0,0,0,0,0,0,0,0
Gm24957,0,0,0,0,0,0,0,0,0,0,0,0
Gm24958,16,3,11,5,7,16,7,6,2,7,9,4
Gm24963,0,0,0,0,0,0,0,0,0,0,0,0
Gm24965,0,0,0,0,0,0,0,0,0,0,0,0
Gm24967,0,0,0,0,0,0,0,0,0,0,0,0
Gm24968,0,0,0,0,0,0,0,0,0,0,0,0
Gm24969,0,0,0,0,0,0,0,0,0,0,0,0
Gm24977,0,0,0,0,0,0,0,0,0,0,0,0
Gm24978,0,0,0,0,0,0,0,0,0,0,0,0
Gm24981,0,0,0,0,0,0,0,0,0,0,0,0
Gm24982,0,0,0,0,0,0,0,0,0,0,0,0
Gm24984,0,0,0,0,0,0,0,0,0,0,0,0
Gm24985,0,0,0,0,0,0,0,0,0,0,0,0
Gm24986,0,0,0,0,0,0,0,0,0,0,0,0
Gm24987,0,0,0,0,0,0,0,0,0,0,0,0
Gm24988,0,0,0,0,0,0,0,0,0,0,0,0
Gm24989,0,0,0,0,0,0,0,0,0,0,0,0
Gm24992,0,0,0,2,1,7,0,0,4,1,7,6
Gm25004,0,0,0,0,0,0,0,0,0,0,0,0
Gm25006,0,0,0,0,0,0,0,0,0,0,0,0
Gm25010,0,0,0,0,0,0,0,0,0,0,0,0
Gm25013,0,0,0,0,0,0,0,0,0,0,0,0
Gm25015,0,0,0,0,0,0,0,0,0,0,0,0
Gm25016,0,0,3,0,0,0,0,0,3,3,1,5
Gm25017,0,0,0,0,0,0,0,0,0,0,0,0
Gm25018,0,0,0,0,0,0,0,0,0,0,0,0
Gm25020,0,0,0,0,0,0,0,0,0,0,0,0
Gm25021,0,0,0,0,0,0,0,0,0,0,0,0
Gm25023,0,0,0,0,0,0,0,0,0,0,0,0
Gm25024,0,0,0,0,0,0,0,0,0,0,0,0
Gm25038,0,0,0,0,0,0,0,0,0,0,0,0
Gm25039,0,0,0,0,0,0,0,1,0,0,0,0
Gm25047,0,0,0,0,0,0,0,0,0,0,0,0
Gm25053,5,8,2,7,12,0,2,2,0,5,0,2
Gm25056,0,0,0,0,0,0,0,0,0,0,0,0
Gm25058,0,0,0,0,0,0,0,0,0,0,0,0
Gm25061,0,0,0,0,0,0,0,0,0,0,0,0
Gm25064,2,0,0,0,0,0,0,0,0,0,0,0
Gm25065,0,0,0,0,0,0,0,0,0,0,0,0
Gm25074,0,0,0,0,0,0,0,0,0,0,0,0
Gm25076,2,3,0,0,2,0,4,0,0,4,0,0
Gm25077,0,0,0,0,0,0,0,0,0,0,0,0
Gm25078,0,0,0,0,0,0,0,0,0,0,0,0
Gm25079,0,0,0,0,0,0,0,0,0,0,0,0
Gm25080,0,0,0,0,0,0,0,0,0,0,0,0
Gm25081,0,0,0,0,0,0,0,0,0,0,0,0
Gm25085,0,0,0,0,0,0,0,0,0,0,0,0
Gm25087,0,0,0,0,0,0,0,0,0,0,0,0
Gm25088,0,0,0,0,0,0,0,0,0,0,0,0
Gm25089,0,0,0,0,0,0,0,0,0,0,0,0
Gm25090,0,0,0,0,0,0,0,0,0,0,0,0
Gm25091,1,3,10,4,7,6,3,1,2,7,1,1
Gm25092,0,0,4,0,0,0,0,0,0,0,0,1
Gm25093,0,0,0,0,0,0,0,0,0,0,0,0
Gm25094,0,0,0,0,0,0,0,0,0,0,0,0
Gm25095,0,0,0,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0,0,0,0,0,0
Gm25097,0,0,0,0,0,0,0,0,0,0,0,0
Gm25098,0,0,0,0,0,0,0,0,0,0,0,0
Gm25099,26,18,17,21,9,17,14,3,14,13,21,9
Gm25101,0,0,0,0,0,0,0,0,0,0,0,0
Gm25107,0,0,0,0,0,0,0,0,0,0,0,0
Gm25112,0,0,0,0,0,0,0,0,0,0,0,0
Gm25113,0,0,0,0,0,0,0,0,0,0,0,0
Gm25117,0,0,0,0,0,0,0,0,0,0,0,0
Gm25119,0,0,0,0,0,0,0,0,0,0,0,0
Gm25120,0,0,0,0,0,0,0,0,0,0,0,0
Gm25121,0,0,0,0,0,0,0,0,0,0,0,0
Gm25124,0,0,0,0,0,0,0,0,0,0,0,0
Gm25125,0,0,0,0,0,0,0,0,0,0,0,0
Gm25126,0,0,0,0,0,0,0,0,0,0,0,0
Gm25127,0,0,0,0,0,0,0,0,0,0,0,0
Gm25128,11,24,10,5,4,13,16,7,6,4,5,12
Gm25129,0,0,0,0,0,0,0,0,0,0,0,0
Gm25132,0,0,0,0,0,0,0,0,0,0,0,0
Gm25133,0,0,0,0,0,0,0,0,0,0,0,0
Gm25134,0,0,1,0,3,7,4,5,0,0,0,1
Gm25135,0,0,0,0,0,0,0,0,0,0,0,0
Gm25137,0,0,0,0,0,0,0,0,0,0,0,0
Gm25138,0,0,0,0,0,7,0,0,0,2,0,0
Gm25139,0,0,0,0,0,0,0,0,0,0,0,0
Gm25141,0,0,0,0,0,0,0,0,0,0,0,0
Gm25142,0,0,0,0,0,0,0,0,0,0,0,0
Gm25143,0,0,0,0,0,0,0,0,0,0,0,0
Gm25146,0,0,0,0,0,0,0,0,0,0,0,0
Gm25147,3,2,12,5,4,0,7,4,4,4,2,15
Gm25155,0,0,0,0,0,0,0,0,0,0,0,0
Gm25156,0,0,0,0,0,0,0,0,0,0,0,0
Gm25157,0,0,0,0,0,0,0,0,0,0,0,0
Gm2516,0,0,0,0,0,0,0,0,0,0,0,0
Gm25160,0,0,0,0,0,0,0,0,0,0,0,0
Gm25161,0,0,0,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0,0,0,0
Gm25169,0,0,0,0,0,0,0,0,0,0,0,0
Gm25170,0,0,0,0,0,0,0,0,0,0,0,0
Gm25173,0,0,0,0,0,0,0,0,0,0,0,0
Gm25175,0,0,0,0,0,0,0,0,0,0,0,0
Gm2518,16,16,26,19,26,15,17,16,12,29,20,27
Gm25186,0,0,0,0,0,0,0,0,0,0,0,0
Gm25187,0,0,0,0,0,0,0,0,0,0,0,0
Gm25188,0,0,0,0,0,0,0,0,0,0,0,0
Gm25189,0,0,0,0,0,0,0,0,0,0,0,0
Gm25194,0,0,0,0,0,0,0,0,0,0,0,0
Gm25199,0,0,0,0,0,0,0,0,0,0,0,0
Gm25200,0,0,0,0,0,0,0,0,0,0,0,0
Gm25201,1,1,0,0,2,0,0,0,0,0,1,0
Gm25202,0,0,0,0,0,0,0,0,0,0,0,0
Gm25203,0,0,0,0,0,0,0,0,0,0,0,0
Gm25204,0,0,0,0,0,0,0,0,0,0,0,0
Gm25205,0,0,0,0,0,0,0,0,0,0,0,0
Gm25207,0,0,0,0,0,0,0,0,0,0,0,0
Gm25209,0,0,0,0,0,0,0,0,0,0,0,0
Gm25210,0,0,0,0,0,0,0,0,0,0,0,0
Gm25211,0,0,0,0,0,0,0,0,0,0,0,0
Gm25212,0,0,0,0,0,0,0,0,0,0,0,0
Gm25214,0,0,0,0,0,0,0,0,0,0,0,0
Gm25215,0,0,0,0,0,0,0,0,0,0,0,0
Gm25216,0,0,0,0,0,0,0,0,0,0,0,0
Gm25221,0,0,0,0,0,0,0,0,0,0,0,0
Gm25222,0,0,0,0,0,0,0,0,0,0,0,0
Gm25229,0,0,0,0,0,0,0,0,0,0,0,0
Gm25230,0,0,0,0,0,0,0,0,0,0,0,0
Gm25232,0,0,0,0,0,0,0,0,0,0,0,0
Gm25235,12,1,2,0,5,2,0,0,2,7,9,17
Gm25244,0,0,0,0,0,0,0,0,0,0,0,0
Gm25245,0,0,0,0,0,2,0,0,0,0,0,0
Gm25253,0,0,0,0,0,0,0,0,0,0,0,0
Gm25256,1,0,0,0,0,0,0,0,0,0,0,0
Gm25257,0,0,0,0,0,0,0,0,0,0,0,0
Gm25258,0,0,0,0,0,0,0,0,0,0,0,0
Gm25259,0,0,0,0,0,0,0,0,0,0,0,0
Gm25261,0,0,0,0,0,0,0,0,0,0,0,0
Gm25267,0,0,0,0,0,0,0,0,0,0,0,0
Gm25268,0,0,0,0,0,0,0,0,0,0,0,0
Gm25269,0,0,0,0,0,0,0,0,0,0,0,0
Gm25270,0,0,0,0,0,0,0,0,0,0,0,0
Gm25272,0,0,0,0,0,0,0,0,0,0,0,0
Gm25274,0,0,0,0,0,0,0,0,0,0,0,0
