gene,SRR16936780,SRR16936781,SRR16936782,SRR16936792,SRR16936793,SRR16936794
Foxe1,0,0,0,0,0,0
Foxe3,3,0,0,0,0,0
Foxf1,4,0,0,3,2,2
Foxf2,10,11,6,9,13,11
Foxg1,0,0,0,0,0,0
Foxh1,0,1,0,0,1,3
Foxi1,0,1,1,1,0,1
Foxi2,0,0,0,0,0,0
Foxi3,0,0,0,0,0,0
Foxj1,4,1,12,0,2,2
Foxj2,3998,2981,3524,2592,2771,2507
Foxj3,3113,2654,2576,2703,2919,2470
Foxk1,3514,2655,3081,2482,2468,2079
Foxk2,3278,2320,2985,2862,3074,2540
Foxl1,3,0,1,0,0,1
Foxl2,1,0,0,1,0,0
Foxl2os,0,0,0,0,0,0
Foxl3,3,0,0,0,1,0
Foxm1,957,512,668,728,539,528
Foxn1,0,0,0,0,0,3
Foxn2,4938,3737,3726,3803,4308,3990
Foxn3,2896,2295,2550,1372,1258,1124
Foxn4,0,0,0,0,0,0
Foxo1,974,754,1056,752,804,766
Foxo3,7180,5427,6391,3415,3401,2934
Foxo4,2026,1788,2052,1366,1476,1146
Foxo6,0,0,0,0,0,0
Foxo6os,0,0,0,0,0,0
Foxp1,2989,2401,2650,3124,3463,3310
Foxp2,2,3,6,0,0,0
Foxp3,0,3,0,1,1,3
Foxp4,594,485,602,1613,1961,1570
Foxq1,38,13,12,27,23,22
Foxr1,0,0,1,0,0,0
Foxr2,0,0,0,0,0,0
Foxred1,1462,1183,1438,1254,1430,1206
Foxred2,968,849,911,515,547,440
Foxs1,53,21,38,79,54,35
Fpgs,339,277,354,503,438,406
Fpgt,1422,1010,1194,1267,1220,1196
Fpr-rs3,0,0,0,0,0,0
Fpr-rs4,0,0,0,0,0,0
Fpr-rs6,0,0,0,0,0,0
Fpr-rs7,0,0,0,0,0,0
Fpr1,6080,4683,5529,10262,12740,9655
Fpr2,1123,917,951,1990,2280,1861
Fpr3,0,0,0,0,0,2
Fra10ac1,543,472,501,476,471,464
Fras1,1,0,1,2,4,1
Frat1,258,178,240,48,93,40
Frat2,345,237,310,83,48,47
Frem1,1,3,0,1,0,0
Frem2,0,0,0,0,0,0
Frem3,0,0,3,0,0,0
Frey1,13,6,31,5,16,11
Frg1,1891,1680,1569,1718,1785,1647
Frg2f1,85,76,73,45,56,41
Frk,45,11,37,25,16,27
Frmd3,1,0,0,1,0,0
Frmd4a,7137,5065,6614,4608,4637,3957
Frmd4b,8948,7821,8306,4801,5554,4872
Frmd5,2,0,0,2,0,0
Frmd6,1625,1110,1348,1061,1059,1091
Frmd7,3,0,1,0,2,0
Frmd8,4319,3263,4121,4016,4349,3419
Frmd8os,12,16,6,20,32,21
Frmpd1,0,0,0,0,0,0
Frmpd1os,0,0,0,0,0,0
Frmpd2,0,0,0,0,0,0
Frmpd3,0,0,0,0,0,0
Frmpd4,0,0,1,3,1,1
Frrs1,4588,3766,4365,3025,2961,2781
Frrs1l,0,0,0,0,0,0
Frs2,2985,2451,2903,2477,2533,2475
Frs3,87,64,95,85,93,50
Frs3os,0,0,0,0,0,0
Fry,728,742,821,379,455,350
Fryl,4309,3717,4134,3048,3207,2755
Frzb,0,0,0,0,0,0
Fsbp,4,6,3,9,2,2
Fscb,0,0,0,0,0,0
Fscn1,892,222,602,592,693,476
Fscn2,4,1,4,2,0,5
Fscn3,0,5,0,0,1,0
Fsd1,2,0,2,0,0,0
Fsd1l,205,113,93,203,207,202
Fsd2,117,53,77,52,36,34
Fshb,0,0,0,0,0,0
Fshr,0,0,0,0,0,0
Fsip1,2,0,5,0,0,4
Fsip2,0,0,0,0,0,0
Fsip2l,0,0,0,0,0,1
Fst,36,7,23,28,44,22
Fstl1,1256,405,859,1045,1018,816
Fstl3,107,46,76,69,39,70
Fstl4,0,0,0,2,0,2
Fstl5,1,0,0,2,0,0
Ftcd,0,0,0,0,0,0
Ftdc1,0,0,0,0,0,0
Ftdc2,0,0,0,0,0,0
Fth1,860733,788590,907468,1102318,1175833,953943
Fthl17-ps1,0,0,0,0,0,0
Fthl17a,0,0,0,0,0,0
Fthl17b,0,0,0,0,0,0
Fthl17c,0,0,0,0,0,0
Fthl17d,0,0,0,0,0,0
Fthl17e,0,0,0,0,0,0
Fthl17f,0,0,0,0,0,0
Ftl1,680378,544608,659181,644824,644937,542558
Ftl1-ps2,181,255,247,248,201,219
Ftmt,0,0,0,0,0,0
Fto,3604,2854,3292,2782,2923,2515
Ftsj1,460,316,410,487,366,351
Ftsj3,3742,2809,3501,4554,4619,3971
Ftx,119,91,108,87,100,101
Fubp1,4363,2881,3627,4999,5202,4695
Fubp3,3508,2797,3041,2803,2689,2532
Fuca1,10453,7854,9713,6497,6753,5762
Fuca2,9064,6957,7700,6595,6576,5874
Fundc1,3686,2655,2710,2433,2451,2165
Fundc2,2629,2122,2114,1748,1968,1848
Fundc2b,0,0,0,0,0,0
Fuom,367,303,320,275,286,236
Furin,14375,11534,13887,10692,12106,10081
Fus,15731,11884,14101,13461,15439,12224
Fut1,0,0,0,0,0,0
Fut10,128,103,72,53,42,49
Fut11,1436,1167,1214,811,969,642
Fut2,0,0,0,0,0,0
Fut4,534,437,429,387,389,324
Fut4-ps1,0,0,0,0,0,0
Fut7,733,489,757,422,421,348
Fut8,1382,1086,1167,783,891,751
Fut9,0,0,0,0,0,0
Fuz,443,349,380,370,352,300
Fv1,88,69,77,49,31,17
Fxn,124,105,133,149,146,111
Fxr1,6938,5331,5506,5874,6031,5230
Fxr2,4903,3917,4800,4671,4903,4067
Fxyd1,3,0,0,6,1,0
Fxyd2,177,184,189,159,146,130
Fxyd3,0,0,0,0,0,0
Fxyd4,0,2,0,0,0,0
Fxyd5,9886,8236,9713,10298,10846,9899
Fxyd6,0,0,2,0,0,0
Fxyd7,3,1,0,0,0,0
Fyb1,53318,41428,43867,55923,60822,52831
Fyb2,10,12,10,0,9,0
Fyco1,3334,2768,3099,2387,2730,2168
Fyn,1383,1080,1209,1095,1034,851
Fyttd1,4011,2863,2648,2663,2733,2727
Fzd1,644,511,754,374,538,410
Fzd10,0,0,0,0,0,0
Fzd10os,0,0,0,0,0,0
Fzd2,39,9,31,23,24,12
Fzd3,9,2,9,24,16,6
Fzd4,31,21,18,21,19,12
Fzd5,708,467,508,472,486,482
Fzd6,46,18,26,20,15,3
Fzd7,6865,5078,5203,2362,2447,2011
Fzd8,19,11,30,16,20,15
Fzd9,2,0,3,4,2,0
Fzr1,2651,2077,2462,2812,3105,2498
G0s2,27,39,41,28,12,11
G2e3,1143,883,802,799,723,738
G370120E05Rik,11,0,2,2,2,0
G3bp1,7959,5693,6897,9517,9940,8616
G3bp2,11804,8950,9568,8544,8948,7771
G430095P16Rik,9,6,9,6,3,5
G530011O06Rik,88,54,203,197,76,231
G530011O06Rik_1,0,0,0,0,0,0
G630016G05Rik,0,0,0,0,0,0
G630018N14Rik,0,0,0,0,0,0
G630025P09Rik,18,8,20,8,8,14
G630055G22Rik,0,0,0,0,0,0
G630064G18Rik,0,0,0,0,0,0
G630071F17Rik,0,0,0,0,0,0
G630093K05Rik,0,0,0,0,0,0
G6bos,0,0,0,0,0,0
G6pc1,0,0,0,0,0,1
G6pc2,0,0,0,0,0,0
G6pc3,1671,1382,1527,1198,1345,1063
G6pd2,2,1,1,9,9,4
G6pdx,11994,8803,10792,11428,12856,10114
G730013B05Rik,63,57,49,31,22,18
G930009F23Rik,4,0,3,0,4,0
Gaa,10800,9310,11129,8010,9385,7386
Gab1,2853,2699,2691,2396,2625,2314
Gab2,11848,9485,11183,7775,8311,6913
Gab3,553,387,475,274,237,244
Gabarap,21914,17373,19849,18896,20295,17583
Gabarapl1,13072,10549,12428,9809,10545,8396
Gabarapl2,2773,2142,2470,2294,2551,2075
Gabbr1,52,27,38,30,25,19
Gabbr2,22,14,19,20,11,9
Gabpa,3591,2795,2801,2702,2729,2617
Gabpb1,1350,1091,1085,1124,1183,1091
Gabpb2,4923,3814,4467,3081,3178,2816
Gabra1,0,0,0,2,0,0
Gabra2,0,0,0,0,0,0
Gabra3,0,0,1,0,0,0
Gabra4,2,0,1,0,0,0
Gabra5,0,0,0,0,0,3
Gabra6,0,0,0,0,0,0
Gabrb1,0,0,0,0,0,0
Gabrb2,0,0,0,0,0,0
Gabrb3,0,7,1,4,2,6
Gabrd,9,14,4,3,6,0
Gabre,6,1,0,0,1,0
Gabrg1,0,0,0,0,0,1
Gabrg2,0,0,0,0,0,0
Gabrg3,1,0,0,0,0,0
Gabrp,0,0,0,0,0,2
Gabrq,0,0,0,0,0,2
Gabrr1,0,0,0,0,0,0
Gabrr2,2,0,1,0,0,0
Gabrr3,0,0,0,0,0,0
Gad1,0,0,0,1,0,0
Gad1os,0,0,0,0,0,0
Gad2,0,0,2,0,0,0
Gadd45a,2172,2095,2167,1674,1801,1725
Gadd45b,1660,1352,1612,3183,4217,3392
Gadd45g,2623,1789,2273,2879,2560,1995
Gadd45gip1,982,772,1043,1197,1283,999
Gadl1,11,0,3,1,5,0
Gak,15314,12153,14097,12870,13925,11586
Gal,23,14,16,66,55,50
Gal3st1,10,3,3,0,3,0
Gal3st2,0,0,0,0,0,0
Gal3st2b,0,0,0,0,0,0
Gal3st2c,0,0,0,0,0,0
Gal3st3,0,0,0,0,0,0
Gal3st4,37,40,43,5,20,14
Galc,10770,9240,10002,5863,6246,5506
Gale,311,217,204,313,335,259
Galk1,1557,1168,1482,1449,1437,1019
Galk2,4626,3422,3882,2910,3152,2784
Galm,1274,1177,1093,843,940,833
Galns,6628,5415,6436,4969,5011,3955
Galnt1,9065,6942,7004,4918,5441,4726
Galnt10,3699,2563,2942,1947,1911,1655
Galnt11,2132,1781,1860,1518,1670,1373
Galnt12,361,185,226,211,123,86
Galnt13,5,0,0,1,1,0
Galnt14,0,0,0,0,0,0
Galnt15,0,0,3,0,1,2
Galnt16,1,0,4,3,1,2
Galnt17,4,0,0,0,2,2
Galnt18,45,13,44,51,30,31
Galnt2,16818,12533,14866,13869,13737,11967
Galnt3,215,134,170,76,63,61
Galnt4,1243,1054,1013,634,634,593
Galnt5,3,1,2,1,3,3
Galnt6,6104,5502,6114,7616,7461,6550
Galnt6os,0,0,1,2,2,2
Galnt7,3683,2825,2938,2976,2791,2670
Galnt9,30,34,29,14,5,11
Galntl5,0,0,0,0,0,0
Galntl6,0,0,0,0,0,0
Galp,0,0,0,0,0,0
Galr1,0,0,2,2,3,0
Galr2,0,0,0,0,0,1
Galr3,0,0,0,0,0,0
Galt,900,721,922,701,803,685
Gamt,879,694,875,561,561,459
Gan,575,472,501,408,344,342
Ganab,11070,9548,10750,9258,9481,8150
Ganc,957,705,783,432,488,406
Gap43,0,0,0,0,1,0
Gapdh,58758,44175,55197,61461,58425,47235
Gapdhs,0,0,0,0,0,0
Gapt,193,149,185,101,80,58
Gapvd1,11023,8961,10437,7484,8214,6709
Gar1,924,607,697,959,1001,796
Garem1,16,21,25,21,28,29
Garem2,3,5,5,0,10,2
Garin1a,15,9,29,21,16,14
Garin1b,0,0,0,1,0,0
Garin2,0,0,0,0,2,0
Garin3,0,0,0,3,0,0
Garin4,0,2,9,2,1,4
Garin5a,77,89,79,51,79,35
Garin5b,0,0,0,0,0,0
Garnl3,170,73,115,108,88,75
Garre1,2337,1907,2360,1485,1676,1414
Gars1,3457,2751,3170,3476,3662,3052
Gart,3856,2950,3429,3625,3486,2962
Gas1,24,2,8,7,13,1
Gas2,276,221,256,246,220,200
Gas2l1,3634,2713,3505,2813,2959,2445
Gas2l2,0,0,0,0,0,0
Gas2l3,6135,5381,5472,4994,4602,4701
Gas5,3367,2660,3003,2081,2252,1843
Gas6,17626,15968,17753,5222,8001,6151
Gas7,7775,6544,7826,8014,8628,7664
Gas8,1471,1180,1322,1461,1629,1214
Gask1a,0,1,1,0,0,0
Gask1b,534,612,703,178,207,188
Gast,0,0,0,0,0,0
Gata1,0,0,0,0,0,0
Gata2,43,25,48,28,23,22
Gata3,0,1,5,9,4,4
Gata3os,0,0,2,2,0,0
Gata3un,0,0,0,0,0,2
Gata4,0,0,0,0,0,0
Gata5,0,0,0,2,0,0
Gata5os,0,0,0,0,0,0
Gata6,4,0,2,1,2,3
Gata6os,0,0,0,0,0,0
Gatad1,3991,3101,3338,3326,3799,3339
Gatad2a,5905,4518,5241,5549,5904,4825
Gatad2b,4517,3696,4029,3386,3914,3265
Gatb,615,557,551,558,540,454
Gatc,1201,1026,1008,702,708,654
Gatd1,1576,1261,1358,1227,1193,976
Gatd3a,2006,1471,1788,1401,1486,1169
Gatm,5276,3859,4322,3683,3985,3748
Gba1,7286,6041,7122,7052,8023,6530
Gba2,1059,820,1039,679,737,619
Gbe1,2548,2038,2051,2755,2504,1985
Gbf1,3289,2723,3258,2830,3081,2534
Gbgt1,1784,1209,1504,2152,2337,1881
Gbp10,0,0,1,3,1,0
Gbp11,4,7,7,6,8,2
Gbp2,1463,1237,1327,2116,2786,2243
Gbp2b,6,8,3,0,3,3
Gbp3,1446,1140,1180,1441,1860,1565
Gbp4,69,39,73,95,150,114
Gbp5,287,226,229,2055,2929,2458
Gbp6,925,732,832,1424,2053,1552
Gbp7,2098,1448,1493,1311,1534,1481
Gbp8,735,656,540,190,266,158
Gbp9,1980,1393,1400,1189,1507,1169
Gbx1,0,0,0,0,0,0
Gbx2,2,4,11,4,5,5
Gc,0,0,0,0,0,0
Gca,647,491,515,614,660,633
Gcat,105,61,92,72,76,77
Gcc1,2251,1726,2006,1901,2243,1760
Gcc2,3768,3080,3176,2632,2845,2506
Gcdh,826,741,856,670,747,599
Gcfc2,612,436,505,479,538,486
Gcg,0,0,0,0,0,0
Gcgr,0,9,3,0,2,3
Gch1,2055,1730,2045,4163,4804,4047
Gchfr,5,4,0,3,5,1
Gck,0,0,1,1,0,0
Gckr,0,0,0,3,1,0
Gclc,6070,4588,5447,11584,11351,8117
Gclm,34791,25646,27819,37414,40832,32635
Gcm1,0,0,0,0,0,0
Gcm2,20,13,19,7,4,3
Gcn1,5428,4261,5472,4720,4847,4015
Gcna,0,0,0,0,0,0
Gcnt1,5421,4140,4391,2082,1821,1642
Gcnt2,416,255,305,261,241,211
Gcnt3,1,0,0,0,0,0
Gcnt4,30,7,17,8,17,3
Gcnt7,0,0,0,0,0,0
Gcsam,0,0,0,0,0,0
Gcsh,1826,1345,1541,1714,1691,1481
Gda,2950,2542,2573,2406,3090,2888
Gdap1,34,11,11,15,9,13
Gdap10,343,291,339,450,469,378
Gdap1l1,45,28,47,28,25,27
Gdap2,1467,1043,1214,793,939,809
Gde1,5600,4866,5586,6083,6783,5025
Gdf1,0,0,0,0,0,0
Gdf10,0,0,0,0,0,0
Gdf11,12,8,7,15,18,8
Gdf15,2197,2085,2860,3421,4277,3631
Gdf2,0,0,0,0,0,0
Gdf3,1378,1110,986,944,910,663
Gdf5,0,0,0,0,0,0
Gdf6,0,0,1,3,0,0
Gdf7,1,0,2,0,0,0
Gdf9,24,29,35,18,24,29
Gdi1,5235,4148,5349,4939,5328,4526
Gdi2,47113,35996,38502,35480,36019,32579
Gdnf,14,1,8,4,5,4
Gdpd1,1406,1159,1194,1501,1711,1692
Gdpd2,2,6,3,1,1,2
Gdpd3,184,117,145,94,107,100
Gdpd4,0,0,0,0,0,0
Gdpd5,842,575,811,592,602,470
Gdpgp1,428,385,423,385,404,336
Gem,24,19,31,161,182,153
Gemin2,260,169,210,200,238,175
Gemin4,608,415,523,687,579,498
Gemin5,1187,1001,1295,1644,1528,1415
Gemin6,205,195,168,236,191,198
Gemin6-ps,0,0,0,0,0,1
Gemin7,1367,1008,1211,1213,1232,957
Gemin8,138,69,87,84,66,50
Gen1,377,281,250,273,217,234
Get1,888,649,805,813,752,702
Get3,3990,3295,4119,3872,4071,3538
Get4,1965,1412,1867,1817,1812,1415
Gfap,1,4,6,0,9,2
Gfer,1121,861,1117,1087,1247,995
Gfi1,0,3,0,1,13,13
Gfi1b,4,7,5,49,64,54
Gfm1,2505,2005,2345,2236,2443,2013
Gfm2,1465,1157,1456,1501,1648,1451
Gfod1,174,142,216,135,111,99
Gfod2,116,53,85,124,144,84
Gfpt1,3468,2864,2941,3543,3787,3291
Gfpt2,22,8,17,31,26,36
Gfra1,0,1,1,7,3,7
Gfra2,3,2,5,3,3,3
Gfra3,0,0,0,0,0,0
Gfra4,332,255,282,109,101,82
Gfral,0,0,0,0,0,0
Gfus,1951,1605,1963,2235,2324,1852
Gfy,0,0,0,0,0,0
Gga1,7868,6005,7790,6486,6783,5531
Gga2,3658,3130,3468,2898,2803,2480
Gga3,3048,2403,3023,2276,2677,2206
Ggact,456,372,410,307,327,225
Ggct,236,192,188,334,340,301
Ggcx,543,454,489,425,471,354
Ggh,3851,2633,2815,2373,2467,2326
Ggn,109,108,123,108,68,87
Ggnbp1,55,57,63,27,40,21
Ggnbp2,8839,7309,7902,8770,9342,7847
Ggnbp2os,72,53,59,42,73,61
Ggps1,1734,1362,1352,1308,1408,1359
Ggt1,0,5,1,3,3,1
Ggt5,825,607,629,358,376,258
Ggt6,0,0,0,0,0,0
Ggt7,27,17,8,19,19,8
Ggta1,16620,13437,14303,13175,12019,10475
Gh,0,0,0,0,0,1
Ghdc,1261,951,1275,920,1146,881
Ghitm,15604,12995,13425,14250,15635,13217
Ghr,143,38,76,102,91,84
Ghrh,0,0,0,0,0,0
Ghrhr,0,0,0,0,0,0
Ghrl,3,2,0,0,0,2
Ghsr,0,0,0,0,0,0
Gid4,1809,1457,1519,1380,1416,1214
Gid8,3952,2917,3233,2694,2772,2512
Gigyf1,4350,3592,4166,2855,3113,2487
Gigyf2,4317,3711,4297,4049,4291,3574
Gimap1,6,5,7,0,7,3
Gimap3,6,8,13,4,13,10
Gimap4,9,22,12,12,4,18
Gimap5,0,0,1,0,4,1
Gimap6,10,9,11,9,37,29
Gimap7,0,0,0,0,1,0
Gimap8,4,5,3,1,5,2
Gimap9,5,11,4,10,23,20
Gimd1,0,0,0,0,0,0
Gin1,319,270,315,226,268,206
Ginm1,1898,1364,1563,1454,1672,1519
Gins1,409,278,341,284,260,239
Gins2,991,722,750,731,624,501
Gins3,393,231,224,274,288,216
Gins4,1752,1378,1504,1380,1340,1163
Gip,0,0,0,0,0,0
Gipc1,3801,2514,3471,3603,3520,2900
Gipc2,14,8,23,9,4,16
Gipc3,0,0,3,0,3,5
Gipr,0,2,4,8,2,2
Git1,4734,3700,4773,3957,4056,3475
Git2,5254,4027,5092,3537,3968,3474
Gja1,380,243,278,632,712,582
Gja10,2,0,0,0,0,0
Gja3,5,0,0,1,1,0
Gja4,0,0,0,1,0,0
Gja5,0,0,0,0,0,0
Gja6,0,0,2,0,0,1
Gja8,0,0,0,0,1,0
Gjb1,3,1,0,5,0,0
Gjb2,3,0,2,9,6,7
Gjb3,2,3,3,20,19,15
Gjb4,2,0,0,0,1,0
Gjb5,2,1,0,0,0,0
Gjb6,0,0,0,0,0,0
Gjc1,38,10,16,19,13,25
Gjc2,1,3,2,6,1,1
Gjc3,0,0,0,0,0,1
Gjd2,0,0,0,0,0,0
Gjd2os,0,0,0,0,0,0
Gjd3,0,0,1,0,0,0
Gjd4,0,0,0,0,0,0
Gje1,0,0,0,0,0,0
Gk,902,727,799,1404,1431,1385
Gk2,0,0,0,0,0,0
Gk5,192,121,133,124,127,110
Gkap1,805,778,796,823,897,777
Gkn1,0,0,0,0,0,0
Gkn2,0,0,0,0,0,0
Gkn3,0,0,0,0,0,0
Gla,16803,15960,17017,16969,18970,15692
Glb1,9330,8432,9473,6990,7528,6394
Glb1l,1019,792,934,782,883,770
Glb1l2,10,6,7,4,2,6
Glb1l3,0,0,0,0,0,0
Glcci1,497,355,370,173,191,232
Glce,1089,881,1024,898,865,825
Gldc,10,4,5,5,6,3
Gldn,2,0,0,5,5,8
Gldnos,0,0,0,0,0,0
Gle1,1456,1181,1519,996,993,886
Glg1,24798,19838,21936,22836,20571,18584
Gli1,0,0,0,2,0,0
Gli2,3,2,2,0,3,0
Gli3,31,13,22,42,39,19
Glipr1,12359,10103,11673,9987,9969,9024
Glipr1l1,0,8,1,0,0,1
Glipr1l2,0,0,0,0,0,0
Glipr1l3,0,1,0,0,0,0
Glipr2,180,89,179,138,141,106
Glis1,3,1,4,6,2,1
Glis2,120,37,59,65,79,55
Glis3,510,376,427,504,407,341
Glmn,474,443,407,365,412,407
Glmp,10532,8008,9786,8165,8734,7392
Glo1,1691,1404,1506,1335,1509,1356
Glod4,3519,2785,3068,2663,2878,2477
Glod5,1,1,0,0,0,0
Glp1r,0,0,0,0,0,0
Glp2r,0,0,0,0,0,0
Glra1,0,0,0,0,0,1
Glra2,0,0,0,0,0,0
Glra3,0,3,5,1,1,0
Glra4,1,0,0,0,0,0
Glrb,1,0,0,2,0,0
Glrp1,52,36,55,34,41,38
Glrx,11783,8315,9427,20816,20559,17912
Glrx2,1258,834,1054,918,984,771
Glrx3,3925,2908,3203,3567,3683,3109
Glrx5,2073,1556,1755,1644,1708,1308
Gls,7446,5438,5906,6035,6116,5833
Gls2,3,0,10,3,5,4
Glt1d1,0,0,0,0,0,0
Glt28d2,6,2,5,1,0,1
Glt6d1,0,0,0,0,0,0
Glt8d1,1546,1153,1236,990,930,957
Glt8d2,7,1,0,4,1,0
Gltp,18559,14672,16368,12798,13864,11519
Gltpd2,0,0,0,0,0,0
Glud1,19611,14546,16524,15738,16224,13856
Glul,44413,33590,37785,36590,36915,30603
Glyat,2,0,0,7,5,2
Glyatl3,0,0,0,0,0,0
Glycam1,0,0,0,0,0,0
Glyctk,103,79,110,58,76,82
Glyr1,10539,8696,9276,7970,8563,6880
Gm10007,0,0,0,0,0,0
Gm10013,0,0,0,0,0,0
Gm10015,5,1,1,0,3,0
Gm10024,0,0,0,0,0,0
Gm10029,6,2,2,8,1,3
Gm10030,0,0,1,2,1,0
Gm10033,240,166,199,178,210,168
Gm10044,0,0,0,0,0,0
Gm10046,0,0,0,0,0,3
Gm10048,0,0,0,0,0,0
Gm10052,95,48,67,91,45,49
Gm10058,0,0,0,0,0,0
Gm10061,0,0,0,0,0,0
Gm10069,6,6,9,3,2,10
Gm10087,1,1,1,0,0,0
Gm10096,0,0,0,0,0,0
Gm10100,0,0,0,0,0,0
Gm10109,0,0,0,0,0,0
Gm10142,0,0,0,0,0,0
Gm10144,0,0,0,0,0,0
Gm10145,6,2,6,13,9,2
Gm10147,0,0,0,0,0,0
Gm10157,2,3,5,6,7,6
Gm10190,4,6,1,5,4,0
Gm10193,3,0,1,0,1,2
Gm10209,29,5,9,14,10,5
Gm10220,0,0,0,0,0,0
Gm10224,30,8,20,35,8,7
Gm10228,0,0,0,0,0,0
Gm10229,0,0,0,0,0,0
Gm10230,0,0,0,0,0,0
Gm10244,5,11,0,3,6,2
Gm10248,0,0,0,0,0,0
Gm10253,0,0,3,0,0,0
Gm10258,0,0,0,0,0,0
Gm10267,0,0,0,0,0,0
Gm10272,0,0,0,0,0,0
Gm10277,1,2,2,0,4,1
Gm10280,0,0,0,0,0,0
Gm10283,0,0,0,0,0,0
Gm10287,0,0,0,0,0,0
Gm10305,24,8,27,15,17,5
Gm10310,0,0,0,0,0,0
Gm10318,0,0,0,0,0,0
Gm10319,0,0,0,0,0,0
Gm10320,5,3,3,3,3,3
Gm10322,1,0,0,0,0,0
Gm10323,0,0,0,0,0,0
Gm10336,0,0,0,0,0,0
Gm10338,0,0,0,0,0,0
Gm10340,0,0,0,0,0,0
Gm10353,118,136,159,80,106,108
Gm10364,1,0,5,2,0,1
Gm10369,11,3,5,3,4,4
Gm10371,0,0,0,0,0,0
Gm10373,0,1,0,0,0,0
Gm10375,0,0,0,0,0,0
Gm10376,0,0,0,0,0,0
Gm10377,0,0,0,0,0,0
Gm10382,20,6,2,3,2,0
Gm10384,8,15,11,1,0,2
Gm10389,0,0,2,0,0,0
Gm10390,0,0,0,4,0,0
Gm10392,32,14,12,10,4,2
Gm10399,0,1,0,3,0,0
Gm10400,0,0,0,0,0,0
Gm10406,0,0,0,0,0,0
Gm10408,0,0,0,0,0,0
Gm10409,0,0,0,0,0,0
Gm10410,0,0,0,0,0,0
Gm10413,0,0,0,0,0,0
Gm10415,0,0,0,0,0,0
Gm10416,11,13,13,13,9,19
Gm10419,8,9,18,15,30,18
Gm10420,1,3,2,1,2,1
Gm10421,0,0,0,0,0,0
Gm1043,0,0,0,0,0,0
Gm10432,0,0,0,1,0,1
Gm10433,0,0,3,2,7,0
Gm10435,0,0,0,0,0,0
Gm10439,0,0,0,0,2,0
Gm10440,0,0,0,0,0,0
Gm10441,1,0,0,0,2,0
Gm10444,0,0,0,1,1,0
Gm10445,0,0,0,0,0,0
Gm10447,0,0,0,0,0,0
Gm10459,2,0,0,0,0,0
Gm10461,0,1,1,0,1,1
Gm10463,8,1,1,3,0,4
Gm10466,0,0,0,0,0,0
Gm10475,0,0,0,0,0,0
Gm10476,0,0,0,1,0,0
Gm10479,0,0,0,0,0,0
Gm10482,0,0,0,0,0,0
Gm10486,0,0,0,0,0,0
Gm10487,0,0,0,0,0,0
Gm10488,0,0,0,0,0,0
Gm10494,0,0,0,0,0,0
Gm10499,0,1,0,0,3,3
Gm10505,3,1,1,2,2,0
Gm10509,303,239,273,198,212,202
Gm10510,0,0,0,0,0,0
Gm10512,0,0,0,0,0,0
Gm10516,26,27,17,33,25,14
Gm10522,1,0,0,1,1,0
Gm10523,0,0,0,0,0,0
Gm10524,169,165,176,88,113,96
Gm10532,1,1,0,0,0,0
Gm10536,0,0,0,0,0,0
Gm10538,0,0,0,0,0,0
Gm10544,1,0,0,1,0,0
Gm10545,0,0,0,0,0,0
Gm10548,5,2,2,2,1,0
Gm10549,0,0,0,0,0,0
Gm10556,0,0,0,0,0,0
Gm10561,12,5,5,6,0,1
Gm10573,0,0,0,0,0,0
Gm10575,18,30,25,25,14,18
Gm10578,0,0,0,0,0,0
Gm10584,3,3,0,0,0,0
Gm10589,0,0,4,2,2,0
Gm10602,49,35,30,14,21,26
Gm10603,9,5,6,1,1,2
Gm10610,0,0,0,0,0,0
Gm10612,0,0,0,0,0,0
Gm10614,72,46,73,21,28,33
Gm10615,19,21,25,34,34,28
Gm10619,0,0,0,0,0,0
Gm10631,0,0,0,0,0,0
Gm10634,0,1,4,2,0,0
Gm10635,0,0,0,0,0,0
Gm10636,0,0,0,0,0,2
Gm10637,0,0,0,0,0,0
Gm10638,27,13,20,4,9,12
Gm10640,10,2,9,6,9,3
Gm10642,420,336,413,82,94,81
Gm10643,76,67,46,43,42,34
Gm10644,40,17,33,21,8,8
Gm10646,0,0,0,0,1,0
Gm10648,0,0,0,0,0,0
Gm10649,0,0,0,0,0,0
Gm10652,0,0,0,0,0,1
Gm10653,0,2,1,2,0,7
Gm10654,20,5,10,9,5,6
Gm10655,2,0,2,0,1,0
Gm10658,21,17,20,15,11,10
Gm10662,0,0,0,0,0,0
Gm10665,0,0,0,0,0,0
Gm10668,0,0,0,0,0,0
Gm10670,0,0,0,0,0,0
Gm10677,3,0,2,1,1,3
Gm10683,0,0,0,0,0,0
Gm10684,0,0,0,0,0,0
Gm10685,0,0,0,0,0,0
Gm10687,0,3,1,0,0,1
Gm10690,0,0,0,0,0,0
Gm10693,5,4,1,7,8,14
Gm10699,0,0,0,0,0,0
Gm1070,41,57,46,22,45,28
Gm10701,0,0,0,0,0,0
Gm10706,0,0,0,0,0,0
Gm10710,0,0,0,0,0,0
Gm10714,0,0,0,0,0,0
Gm10723,0,0,0,0,0,1
Gm10731,0,0,0,0,0,0
Gm10732,0,0,0,0,0,0
Gm10734,17,22,9,13,6,19
Gm10741,0,0,0,0,0,0
Gm10745,0,0,0,0,0,0
Gm10747,0,0,0,0,0,0
Gm10752,0,0,10,0,0,0
Gm10754,0,0,0,0,0,0
Gm10768,1,0,0,1,0,0
