gene,SRR18701208,SRR18701209,SRR18701210,SRR18701211,SRR18701212,SRR18701213,SRR18701214,SRR18701215,SRR18701216,SRR18701217,SRR18701218,SRR18701219
Gm32992,0,0,0,0,0,0,0,0,0,1,0,0
Gm32994,49,48,68,82,14,54,0,73,61,50,28,11
Gm32995,0,0,1,0,0,1,0,0,0,0,0,0
Gm32997,2,29,0,9,0,12,0,20,0,14,0,32
Gm32998,1,0,8,0,4,0,0,0,0,0,0,8
Gm32999,2,0,2,4,0,5,0,1,0,5,0,0
Gm33004,0,0,0,0,6,0,0,0,0,0,0,4
Gm33006,0,0,0,1,0,2,0,7,0,1,2,8
Gm33007,0,0,0,0,0,0,0,2,0,1,0,0
Gm33008,0,0,0,0,0,0,0,0,0,0,0,0
Gm33009,0,0,0,0,0,0,0,0,0,0,0,0
Gm33010,0,0,0,0,0,1,0,0,0,0,0,0
Gm33011,0,0,0,0,0,0,0,0,0,0,0,0
Gm33015,0,0,0,0,0,0,0,0,0,0,0,0
Gm33016,0,0,1,0,0,0,0,0,0,0,0,0
Gm33017,0,4,0,4,0,3,0,2,0,5,0,4
Gm33018,0,1,0,0,0,0,0,0,0,0,0,6
Gm33019,0,1,0,0,0,0,0,0,0,0,0,0
Gm33022,0,0,1,0,0,0,0,0,0,0,0,0
Gm33023,9,25,15,11,17,55,0,31,30,25,2,14
Gm33024,0,0,0,0,0,0,0,0,0,0,0,0
Gm33025,0,0,0,0,0,0,0,0,0,0,0,0
Gm33026,0,0,0,4,0,0,0,0,0,0,0,0
Gm33027,0,0,0,1,3,0,0,0,0,0,0,0
Gm33028,0,0,1,0,0,0,0,0,0,0,0,0
Gm33029,0,1,0,0,0,0,13,0,0,1,0,0
Gm33030,1,0,0,0,0,0,0,0,16,0,0,0
Gm33031,1,3,0,0,0,1,6,0,16,1,0,3
Gm33033,0,0,0,0,0,1,0,0,0,0,0,0
Gm33035,0,0,0,0,0,0,0,0,0,0,0,0
Gm33036,1,0,0,0,0,0,0,0,0,0,0,0
Gm33037,0,0,0,0,2,1,0,0,0,0,0,0
Gm33039,0,0,0,0,0,0,0,0,0,0,0,0
Gm33040,0,0,0,0,0,0,0,0,0,0,0,0
Gm33041,1,0,0,0,0,1,0,0,0,0,0,0
Gm33042,0,0,0,0,0,0,0,0,0,0,0,0
Gm33043,0,1,0,0,0,0,0,2,0,0,0,0
Gm33044,23,19,22,12,13,15,8,18,16,7,4,14
Gm33045,0,0,0,0,0,1,0,0,0,0,0,0
Gm33046,19,71,25,37,4,28,10,35,28,35,19,16
Gm33047,42,64,61,53,12,61,16,48,32,29,30,47
Gm33048,0,0,0,0,0,0,0,0,0,0,0,0
Gm33049,0,0,2,0,0,2,0,0,0,0,0,0
Gm33050,1,0,1,2,0,0,0,0,0,0,0,0
Gm33051,0,0,0,0,0,0,0,0,0,0,0,0
Gm33052,0,17,0,12,2,23,0,11,0,13,1,4
Gm33053,0,0,0,0,0,0,0,0,0,0,0,0
Gm33054,0,0,0,0,0,0,0,0,0,1,0,0
Gm33055,2,0,0,0,0,0,0,0,0,0,0,0
Gm33056,0,2,0,2,0,0,0,0,0,0,0,0
Gm33057,0,0,2,0,0,0,0,0,0,0,0,0
Gm33058,0,7,5,3,0,2,0,2,0,4,0,1
Gm33059,2,0,0,0,0,1,0,0,0,0,0,0
Gm33061,0,0,0,0,0,0,0,0,0,0,0,0
Gm33066,0,0,1,0,0,0,0,0,0,0,0,0
Gm33067,2,0,0,0,0,0,0,0,0,0,0,0
Gm33070,0,0,0,0,0,0,0,0,0,0,0,0
Gm33073,0,0,0,0,0,1,0,0,0,0,2,0
Gm33074,1,0,2,3,0,1,0,0,0,0,0,2
Gm33075,0,0,0,0,0,0,0,0,0,0,0,0
Gm33077,0,0,0,1,0,0,6,0,0,0,0,0
Gm33078,0,0,0,0,0,0,0,0,0,0,1,0
Gm33082,0,0,0,2,0,0,0,0,0,0,0,0
Gm33083,0,0,0,0,0,1,1,0,0,3,0,0
Gm33084,0,0,0,0,0,0,0,0,0,0,0,0
Gm33085,1,0,0,5,0,0,0,0,0,0,0,0
Gm33086,0,0,0,0,0,0,0,0,0,0,0,0
Gm33088,0,0,0,0,0,0,0,0,0,0,0,0
Gm33089,0,0,0,0,0,2,0,0,0,0,0,0
Gm33090,0,0,0,0,0,0,0,0,0,0,0,0
Gm33093,1,0,0,0,0,0,0,0,0,0,0,0
Gm33094,0,0,0,0,0,0,0,0,0,0,0,0
Gm33097,33,27,32,22,24,19,12,29,28,19,17,35
Gm33098,0,0,0,0,0,0,0,0,0,1,0,0
Gm33099,0,0,0,0,0,0,9,0,0,0,0,0
Gm33100,0,1,0,0,0,0,0,0,0,0,0,0
Gm33102,0,0,0,0,0,0,0,0,0,0,0,0
Gm33103,2,189,1,96,5,186,26,201,20,160,13,104
Gm33104,3,0,30,0,12,0,23,0,11,1,5,0
Gm33105,0,0,0,0,0,0,0,0,0,0,0,0
Gm33106,0,0,0,1,0,0,0,0,0,0,3,0
Gm33108,0,0,1,0,0,0,0,0,0,0,0,0
Gm33109,0,0,0,0,0,0,0,0,0,0,0,0
Gm33111,1,0,0,2,0,0,0,0,0,0,0,0
Gm33114,0,1,0,2,0,3,0,4,0,2,2,0
Gm33115,0,0,1,0,0,0,0,0,0,0,0,0
Gm33116,0,0,0,1,0,1,0,0,0,2,1,0
Gm33118,1,0,1,1,0,10,0,9,0,0,0,0
Gm33122,0,0,0,2,0,0,0,0,0,0,0,0
Gm33123,0,0,0,0,0,0,0,0,0,0,0,0
Gm33124,0,0,0,0,0,0,0,0,0,0,0,0
Gm33125,0,0,0,0,0,0,0,0,0,0,0,0
Gm33126,25,27,23,25,17,26,18,19,0,32,14,30
Gm33130,0,0,1,0,0,0,0,0,0,0,0,0
Gm33134,0,0,0,2,0,1,3,0,0,0,3,2
Gm33135,2,0,5,1,3,0,11,2,0,0,2,9
Gm33136,0,0,0,0,0,0,5,0,0,0,0,2
Gm33140,0,0,0,0,0,0,0,0,0,0,0,0
Gm33141,0,0,0,0,0,0,0,0,0,0,0,0
Gm33143,0,0,0,0,0,0,0,0,0,0,0,0
Gm33144,1017,1297,1386,837,505,704,490,972,707,677,959,384
Gm33145,0,0,0,1,0,0,1,0,0,0,0,0
Gm33146,0,0,0,0,0,0,0,0,0,0,0,0
Gm33147,0,0,0,0,0,0,0,0,0,0,0,0
Gm33148,0,5,2,0,0,6,0,0,0,0,0,0
Gm33149,0,0,1,0,0,0,0,0,0,0,0,0
Gm33151,0,0,1,0,0,3,0,0,0,0,0,0
Gm33152,0,0,0,0,0,0,0,0,0,0,0,0
Gm33153,0,2,0,3,0,2,0,0,0,5,0,3
Gm33154,0,0,0,0,0,0,0,0,0,0,0,0
Gm33155,0,0,0,0,0,0,0,0,0,0,0,0
Gm33158,0,0,0,0,0,0,0,0,0,0,0,0
Gm33159,1,7,6,7,0,3,0,7,0,1,1,3
Gm33162,0,0,0,0,0,0,0,0,0,0,0,0
Gm33167,0,0,0,1,0,0,0,0,0,0,0,0
Gm33168,7,4,4,4,0,4,5,6,0,18,6,0
Gm33169,1,0,0,0,0,0,0,0,0,3,1,5
Gm3317,0,0,0,4,0,0,0,0,0,0,0,0
Gm33171,2,19,3,28,4,10,0,15,29,8,1,4
Gm33172,2,5,0,1,0,0,0,2,0,1,2,0
Gm33173,0,0,0,0,0,2,0,0,0,0,0,0
Gm33174,0,0,0,0,0,0,0,0,0,0,0,0
Gm33175,0,0,0,0,0,0,0,0,0,0,0,0
Gm33176,0,0,0,1,0,0,0,0,0,0,0,0
Gm33180,0,0,2,2,0,2,0,1,0,13,0,0
Gm33182,0,3,0,0,0,0,0,0,0,0,0,0
Gm33185,0,0,0,0,0,0,0,0,0,0,0,0
Gm33187,5,14,4,8,12,12,0,14,0,6,10,16
Gm33189,0,0,1,0,0,0,0,0,13,0,0,5
Gm33190,2,0,0,2,0,0,0,0,0,0,0,0
Gm33192,8,14,7,5,3,2,5,20,0,6,6,2
Gm33195,1,7,7,0,1,3,0,5,0,1,4,8
Gm33197,0,0,0,0,0,0,0,0,0,0,0,0
Gm33198,0,0,4,0,0,0,0,0,0,0,0,0
Gm33199,0,0,0,0,0,0,0,0,0,0,0,3
Gm33200,0,0,0,0,0,0,0,0,0,0,0,0
Gm33201,0,0,4,0,0,0,0,0,0,0,0,0
Gm33202,0,0,0,0,0,0,0,0,0,0,0,0
Gm33203,0,0,0,0,0,2,0,0,0,0,0,0
Gm33204,0,0,0,0,0,0,0,0,0,0,0,0
Gm33205,1,2,0,1,0,0,7,0,0,4,0,0
Gm33206,0,0,0,1,0,0,0,0,0,0,0,0
Gm33207,2,4,0,4,0,0,7,1,0,2,0,0
Gm33210,0,0,0,0,0,0,0,0,0,0,0,0
Gm33211,0,0,0,0,0,0,0,0,0,0,0,0
Gm33214,3,0,4,0,0,0,0,5,0,1,0,0
Gm33215,0,0,2,0,0,0,0,0,0,0,0,0
Gm33217,2,0,1,2,0,1,0,0,11,0,0,0
Gm33218,0,0,0,0,0,0,0,0,0,0,0,0
Gm33219,3,3,10,8,0,1,0,3,0,3,1,8
Gm33222,0,0,0,0,0,0,0,0,0,0,0,0
Gm33223,1,1,0,5,0,0,0,0,0,0,0,0
Gm33228,5,1,5,2,0,3,4,1,0,1,0,0
Gm33230,1,0,0,0,0,0,0,0,0,0,0,0
Gm33234,3,1,0,0,0,0,3,3,0,0,3,4
Gm33235,5,7,9,7,13,12,15,20,24,11,2,6
Gm33236,0,0,2,0,0,0,0,0,0,0,0,0
Gm33239,2,0,0,0,0,0,0,0,0,0,0,0
Gm33240,0,0,1,0,0,0,0,0,0,0,0,0
Gm33243,1,0,3,0,0,0,0,0,0,0,0,0
Gm33246,0,0,0,0,0,0,0,0,0,0,0,0
Gm33247,0,0,0,0,0,0,0,0,0,0,0,0
Gm33248,0,3,0,1,0,0,0,0,0,1,0,0
Gm33249,0,0,0,0,0,0,0,0,0,0,0,0
Gm3325,273,490,256,295,164,504,75,459,265,313,352,264
Gm33250,7,1,1,0,0,6,4,5,0,0,0,0
Gm33251,13,9,12,14,14,30,8,21,14,71,22,112
Gm33253,0,0,0,0,0,1,0,0,0,0,0,0
Gm33255,1,0,0,0,0,0,0,0,0,0,0,0
Gm33257,21,8,28,16,10,12,22,18,20,9,3,0
Gm33258,48,12,37,10,16,5,30,10,11,10,22,25
Gm33259,0,0,0,0,0,1,0,0,0,0,0,0
Gm33260,0,0,0,0,0,0,0,0,0,0,0,0
Gm33262,1,0,4,0,0,0,10,0,0,0,0,0
Gm33263,0,0,0,0,0,0,0,0,0,0,0,0
Gm33265,0,0,2,0,0,0,0,0,0,0,0,0
Gm33266,0,0,0,0,0,0,0,0,0,0,0,0
Gm3327,1,0,2,0,0,0,0,0,0,0,0,0
Gm33272,240,1243,1855,284,28,115,130,321,126,54,45,207
Gm33273,53,31,45,50,13,16,1,38,4,33,16,31
Gm33274,1,0,0,1,0,3,0,5,0,1,0,0
Gm33275,0,0,0,0,0,0,0,0,0,0,0,0
Gm33276,0,0,0,0,0,0,0,0,0,0,0,0
Gm33277,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,0,0,2,1,0,3,0,2,21,0,5,0
Gm33281,25,19,28,12,5,17,6,18,27,7,15,2
Gm33283,0,0,0,0,0,0,0,0,0,0,0,0
Gm33285,3,0,0,0,0,0,0,0,0,0,5,0
Gm33286,0,0,2,0,0,0,0,0,0,0,0,0
Gm33289,0,0,0,0,0,0,0,0,0,0,0,0
Gm33290,0,0,0,0,0,0,0,0,0,0,0,0
Gm33292,1,0,1,0,0,2,0,0,0,0,0,0
Gm33293,0,0,0,0,0,0,0,0,0,0,0,0
Gm33294,0,0,1,0,0,0,0,0,0,0,0,0
Gm33296,0,0,0,0,0,3,0,0,0,0,0,0
Gm33297,0,0,0,0,0,0,0,0,0,0,0,0
Gm33299,0,0,0,0,0,0,0,0,0,0,0,0
Gm33301,1,0,0,0,0,2,0,0,0,0,0,0
Gm33302,20,0,0,11,0,0,0,0,20,1,0,8
Gm33304,1,1,4,1,0,0,5,0,0,2,0,5
Gm33306,0,0,0,0,0,0,0,0,0,0,0,0
Gm33308,0,0,0,1,0,0,0,0,0,0,4,0
Gm33309,0,0,2,0,0,0,0,0,0,0,0,1
Gm3331,2,0,0,0,0,2,0,0,0,0,0,0
Gm33310,100,66,74,65,37,37,24,65,40,20,26,43
Gm33311,0,0,0,0,0,0,0,0,0,0,0,0
Gm33315,3,0,7,0,0,0,0,0,0,0,0,0
Gm33318,44,65,28,53,28,72,21,75,14,33,45,49
Gm33319,0,0,0,0,0,0,0,0,0,0,0,1
Gm33320,0,0,1,0,0,0,0,0,0,0,0,0
Gm33321,0,2,2,0,0,0,0,0,0,1,0,2
Gm33323,0,0,2,0,0,2,0,0,0,0,0,0
Gm33324,0,0,0,0,0,0,0,0,0,0,0,0
Gm33325,1,0,3,0,2,0,12,0,0,0,0,0
Gm33326,0,0,0,0,0,0,0,0,0,0,0,0
Gm33327,0,0,0,0,0,0,0,0,0,0,0,0
Gm33330,0,0,1,0,0,0,0,0,0,0,0,0
Gm33332,0,0,0,0,0,0,0,0,0,0,0,0
Gm33335,0,2,2,1,6,1,8,1,0,0,2,0
Gm33336,0,0,0,0,0,0,0,0,0,0,0,0
Gm33337,0,0,0,0,0,0,0,0,0,0,0,0
Gm33340,1,0,0,0,0,0,0,0,0,0,0,0
Gm33341,0,0,0,0,0,0,0,0,0,0,0,0
Gm33345,10,0,9,4,0,0,14,1,0,1,0,4
Gm33347,0,0,0,0,0,0,0,0,0,0,0,0
Gm33348,2,0,0,0,0,0,0,0,0,0,0,0
Gm33351,0,1,1,0,0,0,0,0,0,0,0,0
Gm33353,0,0,1,0,0,0,0,0,0,0,0,0
Gm33354,0,0,0,0,0,0,0,0,0,0,0,0
Gm33357,4,3,2,0,0,0,0,0,0,0,0,0
Gm3336,1,0,0,14,0,4,0,8,0,0,0,4
Gm33361,0,1,1,0,0,2,11,0,0,0,0,0
Gm33363,47,54,38,46,25,53,42,48,6,45,35,78
Gm33365,0,1,0,0,0,0,0,0,0,0,0,0
Gm33368,0,0,0,0,0,0,0,0,0,0,0,0
Gm33370,30,102,45,63,49,75,54,106,80,126,65,184
Gm33371,0,0,1,0,0,0,0,0,0,0,0,0
Gm33372,0,0,0,0,0,0,0,0,0,0,0,0
Gm33376,0,0,1,0,0,0,0,0,0,0,0,0
Gm33377,1,0,1,2,3,0,7,0,0,0,0,7
Gm33379,0,0,0,0,0,0,0,0,0,0,0,0
Gm33380,0,0,0,0,0,0,0,0,0,0,0,0
Gm33381,0,0,0,0,1,0,0,0,0,0,0,0
Gm33382,0,0,0,0,0,0,0,0,0,0,0,0
Gm33384,0,0,1,0,0,0,0,0,0,0,0,0
Gm33387,4,7,7,6,3,3,0,8,38,9,15,15
Gm33388,0,0,1,0,0,0,0,0,0,0,0,0
Gm33389,1,0,0,0,0,0,0,0,0,0,0,1
Gm33390,0,0,0,0,0,0,0,0,0,0,0,0
Gm33391,2,8,2,5,6,3,0,13,0,6,1,10
Gm33392,2,7,0,2,0,6,5,7,0,6,0,10
Gm33394,0,0,2,2,0,0,0,0,0,0,0,0
Gm33398,0,0,0,0,0,1,0,0,0,0,0,0
Gm33401,0,5,0,5,0,16,0,2,0,11,0,0
Gm33404,0,0,0,0,0,0,0,0,0,0,0,0
Gm33407,0,0,0,0,0,0,0,0,0,0,0,0
Gm33408,0,0,0,0,0,0,0,0,0,0,0,0
Gm33409,11,19,27,13,20,27,14,11,0,18,1,12
Gm33410,0,0,2,0,0,0,6,0,0,0,0,0
Gm33412,0,0,5,0,2,0,0,0,0,0,0,0
Gm33413,0,0,0,0,0,1,0,0,0,0,0,0
Gm33415,3,1,0,0,0,0,0,0,0,0,0,0
Gm33416,0,0,0,0,0,0,0,0,0,0,0,0
Gm33418,0,1,4,0,0,1,0,2,0,0,2,0
Gm33424,9,0,10,0,1,0,0,0,0,0,0,0
Gm33427,3,3,6,5,0,2,0,5,0,6,1,2
Gm33429,0,0,0,0,0,0,0,0,0,0,0,0
Gm33430,0,0,0,0,1,0,0,1,0,0,3,0
Gm33432,0,0,2,0,0,0,0,0,0,0,2,0
Gm33433,0,0,0,0,0,0,0,1,0,0,0,0
Gm33434,1,3,1,3,0,2,0,1,0,2,0,3
Gm33435,1,0,0,0,0,0,0,0,0,0,0,0
Gm33436,0,0,0,3,0,0,0,0,0,0,0,5
Gm33439,0,0,0,0,0,0,0,0,0,0,0,0
Gm33440,0,0,0,0,0,0,0,0,0,0,0,0
Gm33442,0,0,1,1,0,0,0,0,0,0,0,0
Gm33444,76,43,78,30,35,26,15,35,87,30,38,14
Gm33447,0,0,0,0,0,0,0,0,0,0,0,0
Gm33448,6,10,2,11,0,6,0,8,0,13,4,31
Gm33449,2,0,0,2,2,0,7,0,0,1,0,0
Gm33450,0,0,0,2,0,0,0,0,0,0,0,0
Gm33453,0,0,0,0,0,0,0,0,0,0,0,0
Gm33454,17,30,19,17,13,21,11,24,21,33,16,37
Gm33457,0,3,4,0,3,0,10,2,0,1,5,0
Gm33458,0,0,0,0,0,0,0,0,0,0,0,0
Gm33459,0,0,1,0,2,0,0,0,0,0,0,1
Gm33460,1,0,0,6,0,1,0,1,0,1,0,0
Gm33461,0,0,0,5,0,0,0,0,0,0,0,0
Gm33462,1,0,0,2,0,0,0,0,0,1,0,0
Gm33464,0,0,1,1,0,2,0,0,0,0,0,0
Gm33467,8,1,1,5,0,0,0,1,0,0,0,0
Gm33470,0,0,0,0,0,0,0,1,0,0,0,0
Gm33471,0,2,0,0,0,0,0,0,0,0,0,0
Gm33472,0,0,0,0,0,0,0,0,0,0,0,0
Gm33474,0,0,1,0,0,0,0,0,0,1,0,0
Gm33476,0,0,0,0,0,0,0,0,0,0,0,0
Gm33479,0,0,0,0,0,0,0,0,0,0,0,0
Gm33480,0,0,0,0,0,0,7,0,0,0,0,0
Gm33481,0,0,0,0,0,0,0,0,0,3,0,0
Gm33482,0,1,0,0,0,0,0,0,0,0,0,0
Gm33483,5,4,1,5,1,9,4,8,0,4,1,3
Gm33484,0,0,0,0,0,0,0,0,0,0,0,0
Gm33485,0,0,1,0,0,0,0,0,0,0,0,0
Gm33486,4,11,6,2,0,2,0,11,0,3,3,10
Gm33487,1,1,4,3,0,0,13,0,0,0,0,0
Gm33489,0,0,0,0,0,0,0,0,0,0,0,0
Gm33490,0,0,0,1,0,0,0,1,0,1,2,0
Gm33491,0,0,0,0,0,0,0,0,0,0,0,0
Gm33494,2,0,0,2,0,0,0,0,0,0,0,0
Gm33496,0,0,1,0,0,0,0,0,0,0,0,0
Gm33497,0,0,0,0,0,0,8,0,0,0,0,4
Gm33501,0,0,3,0,0,0,0,0,0,0,0,0
Gm33502,2,2,0,4,6,2,0,3,0,12,6,11
Gm33504,2,0,4,0,0,0,0,0,0,0,3,0
Gm33508,0,0,0,3,0,0,0,0,0,0,0,0
Gm33509,3,6,11,4,2,11,9,6,0,2,8,6
Gm33510,5,34,7,13,1,18,6,23,1,32,4,49
Gm33514,0,0,2,0,0,0,0,0,0,0,0,0
Gm33515,0,0,0,0,0,0,0,0,0,0,0,0
Gm33516,0,0,0,0,0,0,0,0,0,0,0,0
Gm33517,0,2,0,2,0,3,0,0,0,1,0,0
Gm33519,2,0,1,0,0,0,0,0,0,0,0,0
Gm33524,1,31,5,32,0,22,0,24,30,44,2,37
Gm33525,0,0,1,0,0,0,0,0,0,0,0,0
Gm33527,0,0,0,0,0,1,0,0,0,0,0,0
Gm33528,0,0,0,0,0,0,0,0,0,0,0,0
Gm33530,0,0,0,0,0,0,0,0,0,0,0,0
Gm33531,0,0,1,0,0,0,0,0,0,0,0,0
Gm33532,0,0,2,0,0,0,0,0,0,0,0,0
Gm33533,0,0,0,0,0,1,0,1,0,0,0,0
Gm33534,3,6,12,2,6,13,17,9,23,1,3,23
Gm33538,0,0,0,0,0,0,0,0,0,0,0,0
Gm33539,1,0,0,4,0,0,0,0,0,0,0,3
Gm33540,0,0,0,0,0,0,0,0,0,0,0,0
Gm33542,0,0,1,0,0,0,0,0,0,0,0,0
Gm33543,2,0,0,0,0,1,0,6,0,0,0,0
Gm33547,1,0,5,13,0,4,0,0,0,0,8,0
Gm33548,1,0,3,1,4,0,0,0,0,0,0,0
Gm33551,0,0,0,1,0,1,0,0,0,0,0,0
Gm33552,0,0,0,0,0,0,0,0,0,0,0,0
Gm33554,0,2,0,0,0,5,0,3,0,4,2,2
Gm33555,0,0,3,0,0,0,0,0,0,0,0,0
Gm33557,3,0,2,1,0,0,0,3,0,0,0,0
Gm33560,11,9,4,3,2,4,6,1,0,2,0,2
Gm33561,1,3,4,6,5,6,4,0,0,8,3,0
Gm33562,0,0,0,0,0,0,0,0,0,0,0,0
Gm33563,0,0,0,0,0,0,0,0,0,0,0,0
Gm33564,1,0,0,0,0,0,0,0,0,0,0,0
Gm33566,2,1,0,3,0,1,0,1,0,2,0,7
Gm33570,0,0,0,1,0,0,0,0,0,0,0,0
Gm33573,0,0,0,0,0,0,0,0,0,0,0,0
Gm33574,0,0,0,0,0,2,0,0,0,0,0,0
Gm33575,0,0,0,0,0,0,0,0,0,0,0,0
Gm33576,2,0,0,0,0,0,12,0,0,0,0,0
Gm33577,0,0,0,0,0,0,0,0,0,0,0,0
Gm33578,0,0,3,2,0,0,0,0,0,2,1,1
Gm33579,1,0,0,0,0,1,0,0,0,0,0,0
Gm33581,0,0,4,2,0,0,0,0,1,0,0,0
Gm33582,5,4,0,0,0,0,0,0,0,0,0,6
Gm33583,11,3,2,3,0,6,7,5,0,6,3,4
Gm33584,0,0,0,0,0,0,0,0,0,0,0,0
Gm33585,2,0,0,6,2,2,0,0,0,0,0,0
Gm33586,0,0,0,0,0,0,0,0,0,0,0,0
Gm33587,0,0,0,0,0,0,0,2,0,0,0,0
Gm33588,0,0,2,4,0,0,0,2,0,0,0,0
Gm33590,0,0,1,0,0,0,0,0,0,0,0,2
Gm33591,0,0,1,0,0,0,0,0,0,0,0,0
Gm33592,0,0,0,2,0,0,0,0,0,0,0,0
Gm33595,2,4,11,0,2,13,8,3,0,1,5,0
Gm33596,0,0,0,0,0,0,0,0,0,0,0,0
Gm33597,3,2,3,2,2,0,0,0,0,0,0,0
Gm33599,0,0,0,0,0,0,0,1,0,0,0,0
Gm33604,2,0,0,0,0,0,20,1,0,0,0,0
Gm33605,0,0,0,0,0,1,0,0,0,0,0,0
Gm33607,0,0,0,0,0,0,0,0,0,0,0,0
Gm33609,1,2,0,0,0,0,0,0,0,6,0,4
Gm33610,17,7,16,4,4,6,10,3,6,13,3,5
Gm33611,0,0,0,0,0,0,0,0,0,0,0,0
Gm33612,0,0,0,0,0,0,0,0,0,2,0,0
Gm33616,0,0,0,0,0,0,0,0,0,0,0,0
Gm33617,1,0,1,0,0,0,0,0,0,0,0,0
Gm33619,0,0,0,0,0,0,0,0,0,0,0,0
Gm33620,0,0,0,0,0,0,0,0,0,0,0,0
Gm33621,0,0,0,0,0,0,0,0,0,0,0,0
Gm33622,31,28,35,12,10,21,3,40,48,27,18,11
Gm33624,0,0,1,0,0,0,6,0,0,1,0,1
Gm33627,1,0,0,0,0,0,0,0,0,0,0,0
Gm33628,9,13,5,0,12,4,0,7,22,3,2,16
Gm3363,16,29,18,21,9,31,6,29,0,13,2,9
Gm33630,0,0,0,0,0,0,8,0,0,0,0,0
Gm33631,1,0,1,0,0,0,0,0,0,0,0,0
Gm33632,0,0,0,0,0,0,0,0,0,0,0,0
Gm33633,1,0,0,0,0,0,0,0,0,0,0,0
Gm33636,0,4,4,1,0,1,0,1,0,3,0,7
Gm33638,0,0,0,0,0,0,0,0,0,0,0,0
Gm33641,2,61,10,39,9,65,3,48,43,35,27,39
Gm33642,0,0,0,0,0,0,0,0,0,0,0,0
Gm33643,4,0,0,0,0,0,0,0,0,0,0,0
Gm33644,0,0,0,0,0,0,0,0,0,0,0,0
Gm33645,0,0,0,0,0,0,0,0,0,0,0,0
Gm33646,0,5,2,0,0,0,0,0,0,0,0,0
Gm33647,1,3,2,3,2,3,0,0,0,1,0,0
Gm33648,0,0,1,0,0,0,0,4,0,0,0,0
Gm33649,10,2,15,9,7,9,22,2,0,2,0,12
Gm33650,0,7,5,5,0,13,0,10,0,14,1,17
Gm33651,0,0,0,1,0,0,1,0,0,0,0,0
Gm33655,1,0,5,0,0,0,0,0,0,0,0,0
Gm33656,0,0,0,0,0,0,0,0,0,0,0,0
Gm33660,0,2,0,0,0,1,0,0,0,2,0,0
Gm33661,0,0,1,0,0,0,0,0,0,0,0,0
Gm33662,0,0,0,0,0,0,0,0,0,0,0,0
Gm33663,0,5,0,0,0,0,0,0,0,0,0,0
Gm33666,23,15,20,15,12,17,4,10,4,16,8,37
Gm33667,4,2,4,0,1,0,10,0,0,4,9,3
Gm33668,0,0,1,0,0,0,0,0,0,0,0,0
Gm33669,0,0,0,0,0,0,0,0,0,0,0,0
Gm33671,0,0,0,0,0,0,0,0,0,0,1,1
Gm33672,0,0,0,0,0,1,0,0,0,0,1,0
Gm33674,0,0,0,0,0,0,0,0,0,0,0,0
Gm33675,0,0,0,0,0,0,0,0,0,0,0,0
Gm33677,0,0,0,2,0,0,0,3,0,1,0,4
Gm33679,0,0,1,0,0,0,0,0,0,0,0,0
Gm33680,0,0,0,0,0,0,0,0,0,0,0,0
Gm33682,362,256,419,162,133,253,103,313,226,154,141,125
Gm33684,0,0,0,0,0,0,0,0,0,0,0,0
Gm33687,0,0,0,0,3,1,0,0,0,0,0,0
Gm33690,0,0,0,0,0,0,0,0,0,0,0,0
Gm33693,0,0,0,0,0,0,0,0,0,0,0,0
Gm33694,3,0,0,1,0,1,0,0,0,3,3,0
Gm33695,2,4,1,6,7,2,0,0,0,2,0,0
Gm33696,0,0,0,0,0,0,0,0,0,0,0,0
Gm33699,13,6,30,6,25,8,9,12,48,16,30,17
Gm33700,0,0,0,0,0,0,0,0,0,0,0,0
Gm33701,5,0,3,0,0,0,0,1,0,0,0,5
Gm33702,0,0,0,0,0,0,0,0,0,0,0,0
Gm33703,0,2,1,0,0,0,0,0,0,0,0,0
Gm33704,0,0,0,0,0,0,0,0,0,0,0,0
Gm33708,0,1,0,0,0,0,0,0,0,0,0,0
Gm3371,0,0,0,0,0,1,0,0,0,0,0,0
Gm33710,0,0,1,0,0,1,4,0,0,0,0,2
Gm33712,0,3,3,1,4,4,0,0,0,1,3,0
Gm33714,0,0,1,0,0,1,0,0,0,0,0,0
Gm33716,0,0,0,0,0,0,0,0,0,0,0,0
Gm33720,0,0,2,0,0,0,0,0,0,0,0,0
Gm33721,1,0,2,3,1,0,12,0,0,0,0,0
Gm33723,0,0,0,1,0,0,0,0,0,0,0,0
Gm33724,1,0,0,2,0,1,0,0,0,0,0,0
Gm33725,0,1,4,0,0,3,10,5,0,1,2,4
Gm33726,0,0,0,0,0,0,0,0,0,0,0,0
Gm33727,0,0,0,0,0,0,0,0,0,0,0,0
Gm33728,0,0,0,0,0,0,0,0,0,0,0,0
Gm3373,0,0,0,0,1,1,0,0,0,0,0,0
Gm33730,4,0,0,0,0,0,0,0,0,0,0,0
Gm33732,1,0,1,0,0,0,0,0,0,1,0,11
Gm33733,1,0,3,0,0,0,7,0,0,0,0,6
Gm33734,0,0,0,0,0,0,0,0,0,0,0,0
Gm33738,0,0,0,0,0,0,0,0,0,0,0,0
Gm33739,0,0,0,0,0,0,0,0,0,0,0,0
Gm33741,0,1,5,2,2,4,7,2,0,3,4,19
Gm33742,17,24,15,20,8,15,2,21,6,17,7,18
Gm33743,0,0,0,0,0,0,0,0,0,0,0,0
Gm33746,0,1,4,0,0,0,0,4,0,0,0,0
Gm33747,17,20,17,7,3,17,0,21,0,12,9,0
